Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
Q18434,Léon Blum,French politician (1872-1950),Male,France,Politician,1872,1950,natural causes,78
Q18456,Bertha von Suttner,"Austrian novelist, radical (organizational) pacifist, editor",Female,Austria,Artist,1843,1914,natural causes,71
Q19063,Pál Turán,Hungarian mathematician,Male,Hungary; Austria,Researcher,1910,1976,natural causes,66
Q19254,Philip I,Duke of Burgundy from 1350 until his death,Male,NA,Monarch,1346,1361,natural causes,15
Q19825,Cecil John Rhodes,"British businessman, mining magnate and politician in South Africa (1853-1902)",Male,United Kingdom of Great Britain and Ireland,Politician,1853,1902,natural causes,49
Q19837,Steve Jobs,American entrepreneur and co-founder of Apple Inc.,Male,United States of America,Researcher,1955,2011,natural causes,56
Q21826,Edith Clarke,American engineer,Female,United States of America,Researcher,1883,1959,natural causes,76
Q22303,Wang Jingwei,"Chinese politician, leader of Wang Jingwei regime (1883-1944)",Male,Qing dynasty; Republic of China (1912–1949),Politician,1883,1944,natural causes,61
Q22670,Friedrich Schiller,"German poet, philosopher, historian, and playwright",Male,Duchy of Württemberg,Researcher,1759,1805,natural causes,46
Q22677,Michael S. Hart,"American author, founder of Project Gutenberg",Male,United States of America,Researcher,1947,2011,natural causes,64
Q22755,Silvio Gesell,"German merchant, theoretical economist, social activist, anarchist and founder of Freiwirtschaft (1862-1930)",Male,Germany,Politician,1862,1930,natural causes,68
Q23114,Lu Xun,Chinese novelist and essayist,Male,Qing dynasty; Republic of China (1912–1949),Artist,1881,1936,natural causes,55
Q23357,Abraham Maslow,American psychologist,Male,United States of America,Teacher,1908,1970,natural causes,62
Q23379,Ben Chifley,"Australian politician, 16th Prime Minister of Australia (1885-1951)",Male,Australia,Politician,1885,1951,natural causes,66
Q23481,Friedrich Dürrenmatt,Swiss author and dramatist (1921-1990),Male,Switzerland,Artist,1921,1990,natural causes,69
Q23810,Alfred Nobel,"Swedish chemist, innovator, and armaments manufacturer",Male,Sweden,Researcher,1833,1896,natural causes,63
Q23842,Jean Gabin,"French actor, recording artist",Male,France,Artist,1904,1976,natural causes,72
Q23884,Lou Costello,American actor and comedian,Male,United States of America,Artist,1906,1959,natural causes,53
Q23888,Bud Abbott,"American actor, producer and comedian",Male,United States of America,Artist,1897,1974,natural causes,77
Q23957,Warner Oland,Swedish American actor (1879-1938),Male,United States of America; Sweden,Artist,1879,1938,natural causes,59
Q24043,Alan Nunnelee,U.S. Representative (1958-2015),Male,United States of America,Politician,1958,2015,natural causes,57
Q24078,La Jana,Austro-German dancer and actress,Female,Germany,Artist,1905,1940,natural causes,35
Q24257,David Lindsay,Australian explorer and surveyor,Male,Australia,Explorer,1856,1922,natural causes,66
Q24261,Jack Ritchie,American writer,Male,United States of America,Artist,1922,1983,natural causes,61
Q24790,Letitia Christian Tyler,First Lady of the United States (1790-1842),Female,United States of America,Politician,1790,1842,natural causes,52
Q24829,Orson Welles,"American actor, director, writer and producer",Male,United States of America,Artist,1915,1985,natural causes,70
Q24842,Ulla Jacobsson,Swedish actress (1929-1982),Female,Sweden; Austria,Artist,1929,1982,natural causes,53
Q24880,Simón Radowitzky,Argentine worker and anarchist,Male,Argentina; Russian Empire,Laborer,1891,1956,natural causes,65
Q24962,Graham Chapman,"English comedian, writer and actor (1941-1989)",Male,United Kingdom,Artist,1941,1989,natural causes,48
Q24965,Franklin Rawson,Argentine painter,Male,Argentina,Artist,1820,1871,natural causes,51
Q25080,Ilya Oleynikov,Russian comic actor and television personality,Male,Russia; Soviet Union,Artist,1947,2012,natural causes,65
Q25106,Fabrizio De André,Italian recording artist; singer-songwriter,Male,Italy; Kingdom of Italy,Artist,1940,1999,natural causes,59
Q25161,Roald Dahl,"Mostly Norwegian but a little bit British novelist, short story writer, poet, fighter pilot, and screenwriter",Male,Wales; United Kingdom,Artist,1916,1990,natural causes,74
Q25200,Daniele Crespi,Italian painter (1598-1630),Male,NA,Artist,1598,1630,natural causes,32
Q25238,Thubten Gyatso,13th Dalai Lama of Tibet (1876-1933),Male,NA,Politician,1876,1933,natural causes,57
Q25583,"Eleanor, Duchess of Gloucester","British noblewoman, mistress and convicted sorceress",Female,Kingdom of England,Aristocrat,1400,1452,natural causes,52
Q25593,Ulrich Kiesow,game creator,Male,Germany,Artist,1949,1997,natural causes,48
Q25649,Saul Alinsky,American community organizer and writer,Male,United States of America,Artist,1909,1972,natural causes,63
Q25871,Michael Wilson,screenwriter (1914-1978),Male,United States of America,Artist,1914,1978,natural causes,64
Q25997,Innokenty Annensky,"Russian poet, critic and translator",Male,Russian Empire,Artist,1855,1909,natural causes,54
Q26047,Leonid Kmit,Russian actor (1908-1982),Male,Soviet Union; Russian Empire; Russian Soviet Federative Socialist Republic,Artist,1908,1982,natural causes,74
Q26062,Robert Bolt,English playwright (1924–1995),Male,United Kingdom,Artist,1924,1995,natural causes,71
Q26099,Chris Wood,British rock musician; member of the English rock band Traffic,Male,United Kingdom,Artist,1944,1983,natural causes,39
Q26118,Jack Hawkins,British actor who worked on stage and in film from the 1930s until the 1970s,Male,United Kingdom,Artist,1910,1973,natural causes,63
Q26702,Cardinal Richelieu,"French clergyman, noble and statesman (1585-1642)",Male,France,Politician,1585,1642,natural causes,57
Q26848,Leon Allen White,American professional wrestler (1955-2018),Male,United States of America,Artist,1955,2018,natural causes,63
Q27363,Tatsuo Shimabuku,founder of Isshin-ryū,Male,Japan,Karateka,1908,1975,natural causes,67
Q27610,Dezső Kosztolányi,"Hungarian poet, writer and translator",Male,Hungary,Artist,1885,1936,natural causes,51
Q27627,Gustav Roch,mathematician from Germany,Male,Germany,Researcher,1839,1866,natural causes,27
Q27684,Peter Forsskål,"Swedish explorer, orientalist, naturalist and an apostle of Carl Linnaeus (1732-1763)",Male,Sweden,Researcher,1732,1763,natural causes,31
Q27743,Lonnie Donegan,Scottish-born skiffle musician,Male,United Kingdom,Artist,1931,2002,natural causes,71
Q28189,Abdus Salam,"theoretical physicist, and Nobel Prize in Physics recipient",Male,Pakistan; British Raj,Researcher,1926,1996,natural causes,70
Q28740,Ian Porterfield,British footballer (1946-2007),Male,United Kingdom,Athlete,1946,2007,natural causes,61
Q28978,Ignacy Łukasiewicz,Polish pharmacist and petroleum industry pioneer (1822-1882),Male,Poland; Austria-Hungary,Researcher,1822,1882,natural causes,60
Q29002,Félix Tisserand,French astronomer,Male,France,Researcher,1845,1896,natural causes,51
Q29544,Delia Derbyshire,English musician and composer of electronic music,Female,United Kingdom,Artist,1937,2001,natural causes,64
Q29604,Yinka Dare,Nigerian basketball player,Male,Nigeria,Athlete,1972,2004,natural causes,32
Q29621,J. Neil Schulman,American novelist,Male,United States of America,Artist,1953,2019,natural causes,66
Q29711,Léopold Clément of Lorraine,heir apparent to the throne of the sovereign Duchy of Lorraine,Male,NA,Aristocrat,1707,1723,natural causes,16
Q29746,Victor Westerholm,Finnish landscape painter (1860-1919),Male,Finland,Artist,1860,1919,natural causes,59
Q30587,Stan Getz,American jazz saxophonist,Male,United States of America,Artist,1927,1991,natural causes,64
Q30875,Oscar Wilde,Irish writer and poet,Male,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1854,1900,natural causes,46
Q31083,Wilma Rudolph,African American athlete,Female,United States of America,Sprinter,1940,1994,natural causes,54
Q31177,"George Russell, 10th Duke of Bedford",19th century British aristocrat (1852-1893),Male,United Kingdom of Great Britain and Ireland,Politician,1852,1893,natural causes,41
Q31221,Evelyn Brent,stage and film actress from the United States,Female,United States of America,Artist,1901,1975,natural causes,74
Q31225,Mark Robson,"film director, producer, and editor from Canada",Male,Canada,Artist,1913,1978,natural causes,65
Q31737,Yi Chong-jun,South Korean writer,Male,South Korea,Artist,1939,2008,natural causes,69
Q31755,Leo III the Syrian,emperor of Byzantine Empire,Male,Byzantine Empire,Military personnel,675,741,natural causes,66
Q32258,James Joseph Dresnok,American defector to North Korea,Male,United States of America,Artist,1941,2016,natural causes,75
Q32347,Alfonso XII of Spain,King of Spain (1857-1885) (ruled 1874-1885),Male,Spain,Ruler,1857,1895,natural causes,38
Q32500,"Charles V, Holy Roman Emperor",Holy Roman Emperor,Male,Holy Roman Empire,Ruler,1500,1558,natural causes,58
Q32505,Henry Irving,English stage actor of the Victorian era,Male,United Kingdom of Great Britain and Ireland,Artist,1838,1905,natural causes,67
Q32765,Aleksei Chirikov,Russian explorer,Male,Russian Empire,Military personnel,1703,1748,natural causes,45
Q32923,Rituparno Ghosh,"Indian film director, actor, writer and lyricist",Male,India,Artist,1963,2013,natural causes,50
Q33477,Eugène Delacroix,French painter (1798-1863),Male,France,Artist,1798,1863,natural causes,65
Q33866,Theodore Roosevelt,32th president of the United States (1858–1919),Male,United States of America,Politician,1858,1919,natural causes,61
Q33977,Jules Verne,"French novelist, poet and playwright",Male,France,Artist,1828,1905,natural causes,77
Q33978,Robert Delaunay,French painter (1885-1941),Male,France,Artist,1885,1941,natural causes,56
Q34013,Georges Seurat,French painter (1859-1891),Male,France,Artist,1859,1891,natural causes,32
Q34189,Pablo Neruda,"Chilean poet, diplomat, politician (1904-1973)",Male,Chile,Artist,1904,1973,natural causes,69
Q34190,Henry Fielding,English novelist and dramatist,Male,Kingdom of Great Britain,Artist,1707,1754,natural causes,47
Q34286,Alexander Graham Bell,scientist and inventor known for his work on the telephone,Male,United States of America; United Kingdom of Great Britain and Ireland,Researcher,1847,1922,natural causes,75
Q34296,Woodrow Wilson,"American politician, 28th President of the United States (in office from 1913 to 1921)",Male,United States of America,Politician,1856,1924,natural causes,68
Q34391,Adelheid Popp,"Austrian feminist and socialist who worked as a journalist and politician, editor (1869-1939)",Female,Austria; Austria-Hungary,Politician,1869,1939,natural causes,70
Q34453,Boris Yeltsin,"Soviet and Russian politician, 1st President of Russia (1931-2007)",Male,Russia; Soviet Union,Politician,1931,2007,natural causes,76
Q34529,Bela Lugosi,Hungarian actor (1882-1956),Male,United States of America; Austria-Hungary,Artist,1882,1956,natural causes,74
Q34661,Gustav Klimt,Austrian symbolist painter (1862-1918),Male,Austrian Empire,Artist,1862,1918,natural causes,56
Q34787,Friedrich Engels,"German philosopher, historian, communist, political scientist and journalist (1820-1895)",Male,Germany,Researcher,1820,1895,natural causes,75
Q34836,Ulysses S. Grant,"Union general, politician and 18th President of the United States (1822–1885)",Male,United States of America,Politician,1822,1885,natural causes,63
Q34851,Elizabeth Taylor,"British-American actress, businesswoman, and humanitarian",Female,United States of America; United States of America; United Kingdom,Artist,1932,2011,natural causes,79
Q34970,D. H. Lawrence,"English novelist, poet, playwright, essayist, literary critic and painter (1885-1930)",Male,United Kingdom,Artist,1885,1930,natural causes,45
Q34981,Isaac Asimov,American writer and professor,Male,United States of America; Russian Soviet Federative Socialist Republic; Russian Soviet Federative Socialist Republic,Researcher,1920,1992,natural causes,72
Q35149,Wilhelm Röntgen,German physicist,Male,Weimar Republic,Researcher,1845,1923,natural causes,78
Q35171,Grover Cleveland,22nd and 24th President of the United States (1837–1908),Male,United States of America,Politician,1837,1908,natural causes,71
Q35286,Warren G. Harding,"American politician, 29th President of the United States (in office from 1921 to 1923)",Male,United States of America,Politician,1865,1923,natural causes,58
Q35314,Nikita Khrushchev,"Soviet politician, First Secretary of the Communist Party of the Soviet Union (1894-1971)",Male,Soviet Union; Russian Empire; Russian Soviet Federative Socialist Republic,Politician,1894,1971,natural causes,77
Q35498,Chester A. Arthur,"American politician, 21st President of the United States (in office from 1881 to 1885)",Male,United States of America,Politician,1829,1886,natural causes,57
Q35548,Paul Cézanne.,French painter (1839-1906),Male,France,Artist,1839,1906,natural causes,67
Q35610,Arthur Conan Doyle,Scottish physician and author,Male,United Kingdom,Athlete,1859,1930,natural causes,71
Q35648,William Howard Taft,"American politician, 27th President of the United States (in office from 1909 to 1913)",Male,United States of America,Politician,1857,1930,natural causes,73
Q35678,Benjamin Harrison,23rd president of the United States (1833–1901),Male,United States of America,Politician,1833,1901,natural causes,68
Q35686,Rutherford B. Hayes,"American politician, 19th President of the United States (in office from 1877 to 1881)",Male,United States of America,Politician,1822,1893,natural causes,71
Q35802,Benedictus de Spinoza,Dutch philosopher,Male,Dutch Republic,Translator,1632,1677,natural causes,45
Q35851,Bill Hicks,American comedian,Male,United States of America,Stand-up comedian,1961,1994,natural causes,33
Q36023,Calvin Coolidge,30th president of the United States (1872-1933),Male,United States of America,Politician,1872,1933,natural causes,61
Q36107,Muhammad Ali,"American boxer, philanthropist and activist",Male,United States of America,Athlete,1942,2016,natural causes,74
Q36111,Mate Boban,Bosnian Croat politician (1940-1997),Male,Bosnia and Herzegovina,Politician,1940,1997,natural causes,57
