df_hora,tcle,prof_educao_basica,atuou_meses,dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,n_escolas,eactd1,eactd2,eactd3,eactd4,eactd5,eactd6,eactd7,eactd8,eactd9,eactd10,eactd11,eactd12,eactd13,eactd14,eactd15,eactd16,eactd17,eactd18,eactd19,eactd20,eactd21,eactd22,eactd23,eactd24,eactd25,eactd26,eactd27,eactd28,eactd29,eactd30,eactd31,eactd32,eactd33,eactd34,eactd35,eactd36,eactd37,eactd38,eactd39,eactd40,eactd41,eactd42,eactd43,eactd44,eactd45,eactd46,eactd47,eactd48,eactd49,eactd50,eactd51,eactd52,eactd53,eactd54,eactd55,eactd56,eactd57,eactd58,ehelde1,ehelde2,ehelde3,ehelde4,ehelde5,ehelde6,ehelde7,ehelde8,ehelde9,ehelde10,ehelde11,ehelde12,ehelde13,ehelde14,ehelde15,ehelde16,ehelde17,ehelde18,ehelde19,ehelde20,ehelde21,ehelde22,ehelde23,ehelde24,ehelde25,ehelde26,ehelde27,ehelde28,ehelde29,ehelde30,ehelde31,ehelde32,ehelde33,ehelde34,ehelde35,ehelde36,ehelde37,ehelde38,ehelde39,ehelde40,ehelde41,ehelde42,ehelde43,ehelde44,ehelde45,ehelde46,ehelde47,ehelde48,ehelde49,ehelde50,ehelde51,ehelde52,ehelde53,ehelde54,idade,sexo,genero,corraca,estadocivil,escolaridade,rendafamiliar,deprenda,ndeensino,contrato,deficiencia,meioescola,estado,rede,tempoexperiencia
2023-07-18T01:48:35Z,Sim,Sim,Sim,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1 Escola,3,4,4,5,1,3,1,4,5,5,5,5,5,3,4,5,3,1,2,5,3,3,5,1,2,1,3,1,5,5,1,5,3,2,2,3,5,2,4,2,4,1,4,5,4,1,2,2,2,3,4,2,3,3,2,4,1,3,1,9,9,9,8,9,9,9,7,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,7,9,9,9,9,9,9,9,8,9,9,9,9,1,9,3,9,9,8,9,9,9,9,9,44,Feminino,Mulher cis,Pardo,Solteiro(a),Especialização,8000,7,Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Rural,Ceará,Municipal (pública),15
2023-07-10T12:13:14Z,Sim,Sim,Sim,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1 Escola,3,1,5,1,2,5,1,3,1,1,5,3,1,3,5,5,4,5,5,2,4,4,3,4,4,2,4,4,4,3,1,4,4,1,4,4,4,4,5,4,4,5,4,4,2,3,2,4,3,4,4,3,1,4,1,4,3,4,1,1,1,2,9,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,Feminino,Mulher cis,Branco,Casado(a),Curso superior incompleto,700,3,Educação Infantil,Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),4
2023-06-28T11:45:41Z,Sim,Sim,Sim,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,2,0,0,1,1 Escola,3,2,4,2,3,3,1,3,4,4,5,4,3,4,4,4,3,3,3,3,3,4,3,2,4,3,4,3,5,3,1,2,2,3,4,2,4,4,2,2,5,2,1,4,3,1,2,3,2,3,2,3,3,2,2,5,2,2,8,8,8,8,8,6,6,9,6,5,9,7,1,5,9,8,9,5,7,8,8,9,9,9,9,8,8,8,7,9,9,7,6,9,4,9,9,5,7,9,7,9,9,1,9,7,9,9,5,6,9,7,8,7,33,Feminino,Mulher cis,Pardo,União estável,Especialização,3700,5,Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),3
2023-06-29T08:57:58Z,Sim,Sim,Sim,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1 Escola,5,3,3,3,3,3,1,2,2,2,4,3,4,5,3,4,5,4,3,4,3,2,4,1,2,4,2,4,4,2,2,3,2,3,4,1,2,5,3,3,3,3,3,3,4,1,2,4,2,3,3,2,4,3,2,5,4,2,7,4,4,6,4,4,4,4,4,4,4,3,6,5,6,5,6,6,5,6,4,4,4,4,4,5,5,5,4,5,4,4,4,5,3,4,5,7,5,5,4,5,5,5,5,5,5,5,6,5,4,6,5,6,36,Feminino,Mulher cis,Branco,Casado(a),Especialização,6000,3,Educação Infantil,Efetivo/Concursado,Não,Urbano,São Paulo,Municipal (pública),6
2023-07-18T04:50:33Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-21T12:15:25Z,Sim,Sim,Sim,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1 Escola,5,2,3,3,3,4,1,1,5,5,4,1,3,5,2,5,5,3,1,3,5,3,5,1,1,5,3,5,3,3,5,3,5,3,5,5,5,3,3,1,3,5,1,5,5,1,2,5,3,1,3,5,1,5,5,5,3,3,5,9,5,5,9,1,7,5,9,5,5,1,1,5,5,1,9,5,1,7,1,9,1,4,1,7,4,4,4,4,1,1,1,9,1,9,8,9,9,2,1,9,9,7,5,1,1,7,7,3,8,8,7,7,37,Feminino,Mulher cis,Branco,Casado(a),Especialização,13200,1,Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Mato Grosso,Municipal (pública),10
2023-07-26T05:30:04Z,Sim,Sim,Sim,2,1,0,2,1,1,0,1,1,0,2,2,0,0,0,1,0,0,2,0,0,2 Escolas,5,3,3,3,5,4,3,2,3,2,5,2,4,5,2,3,4,2,2,4,4,3,5,2,5,5,2,4,3,2,3,4,3,2,4,2,3,5,3,3,3,4,1,3,3,1,2,3,4,2,3,5,3,4,2,3,1,4,5,5,7,7,8,6,8,9,4,8,7,8,2,8,7,6,9,5,5,7,6,5,6,8,7,8,7,6,7,7,4,4,4,9,7,9,9,4,9,9,5,3,4,6,8,6,9,9,5,4,9,8,8,6,40,Masculino,Homem cis,Pardo,Divorciado(a),Especialização,4800,2,Fundamental II (Anos finais do Ensino Fundamental);Ensino Médio,Efetivo/Concursado,Não,Urbano,Ceará,Municipal (pública);Estadual (pública),26
2023-07-18T03:38:11Z,Sim,Sim,Sim,0,3,1,3,1,3,3,3,2,0,2,2,0,2,2,2,0,2,2,2,1,1 Escola,2,4,4,4,4,2,1,2,4,4,4,3,3,2,4,5,3,3,3,2,4,4,3,4,4,4,3,4,5,5,1,4,3,2,4,5,4,5,3,2,3,3,1,4,3,1,4,1,3,4,3,3,3,3,5,2,1,3,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,1,9,9,8,8,8,7,8,7,8,6,8,8,8,8,7,8,8,9,9,1,6,7,8,8,7,7,8,7,6,7,6,5,8,6,8,8,38,Feminino,Mulher cis,Pardo,Solteiro(a),Curso superior completo,3000,5,Fundamental II (Anos finais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),10
2023-07-18T04:18:56Z,Sim,Sim,Sim,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2 Escolas,3,4,3,3,2,4,2,1,3,3,4,1,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,1,2,4,3,3,3,3,3,2,3,3,3,3,3,4,3,3,2,2,2,3,4,2,3,1,3,5,5,5,5,5,5,5,5,5,1,5,3,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,4,4,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,64,Feminino,Mulher cis,Pardo,Casado(a),Especialização,10000,3,Fundamental I (Anos iniciais do Ensino Fundamental);Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Ceará,Municipal (pública),25
2023-07-23T07:50:02Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T02:32:00Z,Sim,Sim,Sim,1,0,0,1,0,1,0,1,1,0,0,2,1,1,0,0,0,1,0,0,0,2 Escolas,2,3,2,5,4,4,3,3,5,2,5,2,1,1,3,5,3,3,3,1,5,3,3,3,3,5,3,5,3,3,2,1,5,2,5,1,2,2,5,3,2,3,3,5,4,1,3,5,5,1,3,5,3,3,5,5,5,5,8,1,2,2,2,2,4,5,5,5,5,5,6,5,1,1,6,1,3,3,1,2,2,4,1,5,1,3,3,1,1,1,1,5,1,3,5,3,3,1,3,4,3,6,2,2,1,1,2,1,5,5,4,1,51,Feminino,Mulher cis,Pardo,Casado(a),Especialização,9240,2,Fundamental I (Anos iniciais do Ensino Fundamental);Ensino Médio,Efetivo/Concursado,Não,Urbano,Rio Grande do Sul,Estadual (pública),22
2023-06-27T06:30:10Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 Escolas,4,3,4,2,4,3,4,3,3,3,4,2,3,1,3,5,3,4,3,3,5,3,3,3,3,3,3,3,3,2,1,3,4,3,1,3,2,1,5,3,3,3,5,2,3,1,3,3,3,4,3,3,1,3,5,5,1,3,7,6,7,7,4,6,7,7,4,7,7,7,5,7,6,6,7,6,7,7,6,7,6,6,7,7,6,6,6,7,6,6,6,7,5,7,7,5,7,6,6,6,7,6,7,5,5,6,5,6,7,5,6,6,55,Feminino,Mulher cis,Pardo,Solteiro(a),Especialização,3000,2,Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Bahia,Municipal (pública),20
2023-07-18T04:56:45Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T09:52:13Z,Sim,Sim,Sim,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1 Escola,3,4,3,3,3,4,3,4,4,4,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,2,3,4,1,3,1,2,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,2,3,1,3,3,1,1,6,5,6,7,6,6,6,5,5,8,6,7,6,5,6,6,5,6,7,8,4,3,5,5,4,5,5,7,7,8,7,7,6,6,6,6,6,5,7,5,6,6,7,6,7,6,6,5,4,5,5,9,9,9,28,Feminino,Mulher cis,Pardo,Divorciado(a),Curso superior completo,1320,2,Educação Infantil,Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),1
2023-07-18T02:56:39Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 Escolas,5,3,3,4,5,3,3,5,5,4,4,3,4,2,4,3,2,2,2,4,3,2,4,1,2,1,2,4,2,1,1,4,4,4,4,2,4,4,4,4,4,4,2,4,4,1,3,4,5,2,1,1,4,2,3,2,1,3,2,2,2,2,7,2,2,3,8,1,1,1,9,2,2,2,8,1,2,2,2,4,2,2,3,3,1,2,2,3,2,2,2,3,2,9,4,3,2,2,2,3,3,2,3,2,2,2,2,1,7,4,1,3,49,Feminino,Mulher cis,Preto,Casado(a),Especialização,9000,3,Fundamental II (Anos finais do Ensino Fundamental);Ensino Médio,Temporário/Substituto;Efetivo/Concursado,Não,Urbano,São Paulo,Municipal (pública);Estadual (pública),18
2023-07-21T01:46:56Z,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-26T06:54:21Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T05:35:33Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Mais de duas escolas,4,4,3,1,5,2,1,1,2,1,4,1,2,5,1,5,5,2,3,4,2,2,5,2,3,3,1,4,4,1,4,4,4,2,5,2,1,5,5,4,1,4,1,2,4,1,2,4,3,1,1,2,4,5,1,2,1,2,8,8,7,6,2,4,4,3,7,3,5,8,6,3,2,7,8,4,2,6,3,7,5,5,7,8,6,5,6,6,5,5,5,7,5,5,6,6,7,7,5,8,8,7,3,4,4,3,2,4,5,5,5,5,42,Masculino,Homem,Pardo,União estável,Especialização,20000,3,Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Pará,Municipal (pública),23
2023-08-30T02:07:49Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2 Escolas,4,3,2,3,3,3,3,3,3,4,4,2,3,4,3,2,4,4,3,3,5,3,3,2,5,3,4,5,4,3,3,4,5,4,4,2,3,4,4,3,2,3,3,3,3,3,2,5,2,3,3,2,3,3,2,4,4,3,3,5,3,5,3,5,5,5,5,4,5,5,6,5,5,5,6,5,5,4,4,4,5,5,5,6,5,5,5,6,5,5,5,6,5,6,6,5,6,5,5,5,6,6,4,4,4,5,5,5,6,5,6,6,52,Feminino,Mulher cis,Branco,Solteiro(a),Especialização,6800,1,Fundamental II (Anos finais do Ensino Fundamental);Ensino Médio;Educação de Jovens e Adultos (EJA),Temporário/Substituto,Não,Urbano;litoral norte,Rio Grande do Sul,Municipal (pública);Estadual (pública),6
2023-07-18T11:57:04Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-28T07:21:56Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T02:25:18Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T01:01:05Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Escola,5,5,1,5,5,2,1,4,5,4,4,3,3,4,4,5,3,2,3,3,3,2,4,1,2,2,1,2,4,3,2,4,3,4,5,4,3,2,3,3,3,3,2,5,4,1,2,1,5,5,3,1,2,3,4,2,1,4,4,6,5,7,6,9,7,6,6,7,5,8,8,7,5,6,7,7,6,6,5,6,4,8,6,7,7,5,6,5,3,2,4,5,7,7,8,7,7,5,6,8,7,7,6,7,7,7,4,7,6,7,7,6,52,Feminino,Mulher cis,Pardo,Solteiro(a),Especialização,4500,2,Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),23
2023-06-27T02:30:56Z,Sim,Sim,Sim,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1 Escola,4,3,3,5,2,2,2,4,5,4,2,2,4,5,2,4,4,3,2,4,3,2,4,2,2,4,1,3,4,2,2,3,2,3,3,2,4,3,4,2,3,3,4,3,4,1,4,3,3,4,4,3,3,3,3,2,1,2,8,9,9,7,2,8,9,8,1,8,9,9,1,9,9,9,8,9,9,9,9,8,9,9,8,9,9,9,9,7,8,9,9,9,9,5,8,1,8,9,9,9,8,2,8,7,6,7,7,8,7,7,8,8,39,Masculino,Homem cis,Branco,Casado(a),Especialização,6500,4,Ensino Médio,Temporário/Substituto,Não,Urbano,Ceará,Estadual (pública),17
2023-07-27T07:59:12Z,Sim,Sim,Sim,0,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,2 Escolas,5,3,3,4,4,4,4,4,4,4,4,3,4,4,2,2,2,3,2,4,4,3,4,1,4,3,3,3,5,5,5,3,4,5,3,2,4,1,3,5,3,4,5,4,3,1,2,5,3,5,3,4,1,2,5,4,4,4,7,7,8,8,8,8,7,8,8,8,7,8,2,8,9,8,8,4,9,9,8,8,8,9,8,9,8,8,8,8,8,8,8,8,8,7,7,2,8,8,8,8,8,1,8,6,8,8,8,8,8,8,9,9,55,Masculino,Homem cis,Branco,Solteiro(a),Doutorado,40000,1,Ensino Médio;Educação de Jovens e Adultos (EJA),Efetivo/Concursado,Não,Urbano,Ceará,Municipal (pública);Estadual (pública);Privada,30
2023-06-27T10:55:51Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T11:29:30Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T12:51:44Z,Sim,Sim,Sim,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1 Escola,4,3,3,3,3,4,1,4,5,3,5,2,3,3,2,4,3,3,2,4,5,2,4,2,4,5,2,5,3,1,4,3,5,2,3,1,3,4,3,2,1,4,3,4,3,1,3,5,3,1,2,3,3,2,1,3,3,5,7,8,8,8,7,8,7,7,6,7,7,5,4,6,8,7,7,5,5,7,4,7,6,5,5,5,5,5,6,6,4,4,4,4,5,6,6,5,5,6,5,6,6,6,6,6,5,6,4,5,7,6,6,6,32,Feminino,Mulher cis,Pardo,Solteiro(a),Especialização,9000,4,Ensino Médio,Temporário/Substituto,Não,Urbano,Maranhão,Estadual (pública),10
2023-06-27T03:49:03Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 Escolas,4,3,3,4,3,3,2,2,5,4,4,3,3,3,3,5,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,1,2,1,2,3,2,2,4,4,2,1,2,3,2,4,3,5,2,1,5,1,1,2,4,4,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,47,Feminino,Mulher cis,Pardo,Casado(a),Especialização,5000,2,Educação Infantil;Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Rural,Mato Grosso do Sul,Municipal (pública),22
2023-07-03T06:58:58Z,Sim,Sim,Sim,3,2,2,0,1,2,0,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2 Escolas,5,5,3,5,3,3,5,3,5,5,1,3,5,3,3,1,3,3,1,5,5,3,5,2,2,4,3,5,5,1,3,4,4,3,4,5,3,4,4,1,3,2,2,5,3,3,2,5,3,2,2,4,3,4,5,5,2,3,7,1,8,8,4,9,9,9,1,6,8,7,4,9,9,9,5,7,9,9,7,9,8,7,9,8,9,9,9,9,9,8,8,9,9,9,9,2,7,8,8,8,8,1,8,7,8,8,8,8,8,8,8,8,52,Masculino,Homem cis,Branco,Casado(a),Especialização,13000,4,Fundamental II (Anos finais do Ensino Fundamental);Ensino Médio,Efetivo/Concursado,Não,Urbano,São Paulo,Municipal (pública);Privada,9
2023-07-18T12:01:40Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
